lemma,part_of_speech,absolute_frequency
grey,ADJ,14
grey,NOUN,10
grey,PROPN,10
grey,VERB,1
greyish,ADJ,3
grid,NOUN,1
grief,NOUN,2
grill,NOUN,1
grill,VERB,1
grimace,NOUN,2
grimace,VERB,2
grind,VERB,10
grinding,NOUN,1
grip,NOUN,9
grip,VERB,7
gripe,NOUN,1
grippe,NOUN,1
gripping,ADJ,1
griseofulvin,PROPN,1
grittiness,NOUN,1
grocer,NOUN,1
groin,NOUN,55
groin,PROPN,4
groin,VERB,1
grommet,NOUN,4
grommet,VERB,1
groove,NOUN,4
groove,VERB,1
grooved,ADJ,1
gross,ADJ,3
ground,NOUN,21
ground,PROPN,1
groundnut,NOUN,1
group,NOUN,408
group,PROPN,2
group,VERB,7
grow,VERB,188
growth,NOUN,386
grunt,NOUN,1
grunt,VERB,1
grunting,NOUN,1
gsanuiosus,NOUN,1
gsd,NOUN,1
gtycaemics,PROPN,2
guadrantectomy,PROPN,1
guage,NOUN,1
guaiac,NOUN,4
guanine,NOUN,8
guar,ADJ,2
guar,NOUN,5
guarantee,NOUN,1
guard,VERB,1
guardianship,NOUN,1
guidance,NOUN,16
guidance,VERB,1
guide,NOUN,6
guide,VERB,16
guideline,NOUN,3
guilt,NOUN,9
guilty,ADJ,1
guinal,ADJ,1
guinea,NOUN,3
guinolone,NOUN,1
guish,ADJ,1
guish,NOUN,2
guishe,VERB,2
gular,ADJ,1
gullet,NOUN,13
gum,NOUN,158
gumboil,NOUN,2
gumboil,PROPN,1
gumma,NOUN,1
gumma,PROPN,1
gunshot,NOUN,2
gurgle,VERB,3
gus,ADJ,1
gus,NOUN,9
gush,NOUN,1
gustatory,NOUN,1
gut,NOUN,3
gut,PROPN,1
gut,VERB,1
gutta,NOUN,2
guttate,ADJ,1
guttate,NOUN,1
guttate,VERB,2
gvh,NOUN,1
gy,ADJ,2
gy,NOUN,2
gy,PROPN,3
gy,VERB,1
gynaecological,ADJ,8
gynaecologist,NOUN,3
gynaecology,NOUN,4
gynaecomastia,PROPN,10
gyri,NOUN,3
gyrus,NOUN,6
h,NOUN,30
h,X,1
ha,NOUN,1
habit,NOUN,34
habitat,NOUN,1
habitation,NOUN,1
habitual,ADJ,7
habitual,NOUN,2
habitual,PROPN,1
habituated,ADJ,1
habituation,NOUN,1
haem,NOUN,10
haemangioblastoma,NOUN,1
haemangioblastomas,PROPN,1
haemangioma,NOUN,9
haemangioma,PROPN,11
haemarthrosis,NOUN,1
haemarthrosis,PROPN,2
haematemesis,NOUN,3
haematobium,PROPN,1
haematocolpos,NOUN,1
haematological,ADJ,3
haematology,NOUN,1
haematoma,NOUN,18
haematoma,PROPN,3
haematospermia,NOUN,1
haematuria,INTJ,1
haematuria,NOUN,12
haematuria,X,1
haemochromatosis,ADJ,1
haemochromatosis,NOUN,9
haemodialysis,NOUN,6
haemoglobin,NOUN,68
haemoglobinopathy,ADJ,1
haemoglobinopathy,NOUN,2
haemoglobinuria,PROPN,1
haemolysis,NOUN,18
haemolytic,ADJ,36
haemolytic,NOUN,21
haemophilia,NOUN,1
haemophilia,PROPN,20
haemophiliac,NOUN,1
haemophilus,NOUN,2
haemophilus,PROPN,4
haemoptysis,NOUN,4
haemorrhage,NOUN,107
haemorrhage,PROPN,12
haemorrhage,VERB,4
haemorrhagic,ADJ,3
haemorrhagic,NOUN,5
haemorrhagica,PROPN,1
haemorrhaging,NOUN,2
haemorrhoid,ADJ,2
haemorrhoid,NOUN,45
haemorrhoidectomy,NOUN,2
haemosiderosis,NOUN,5
haemospermia,ADV,1
haemospermia,NOUN,1
haemostasis,NOUN,1
haemostatic,ADJ,2
haemothorax,NOUN,2
haemothorax,PROPN,1
hage,NOUN,1
hair,ADJ,1
hair,NOUN,283
hair,PROPN,2
hairball,NOUN,2
hairbrush,NOUN,2
haired,ADJ,2
hairiness,NOUN,7
hairless,ADJ,3
hairlike,ADJ,4
hairlike,INTJ,1
hairlike,NOUN,4
hairline,NOUN,4
hairy,ADJ,10
hairy,NOUN,2
half,ADJ,6
half,ADV,4
half,DET,19
half,NOUN,64
half,VERB,3
halfway,ADV,3
halitosis,NOUN,6
hallucination,NOUN,33
hallucinatory,ADJ,1
hallucinogenic,ADJ,9
hallucinogenic,NOUN,1
hallux,NOUN,8
hallux,PROPN,3
halluxvalgus,NOUN,1
halo,NOUN,2
haloperidol,NOUN,3
haloperidol,PROPN,1
halothane,NOUN,5
halothane,PROPN,1
halt,NOUN,7
halt,VERB,16
halting,NOUN,1
hamartoma,NOUN,2
hammer,NOUN,7
hammertoe,NOUN,1
hamper,NOUN,1
hamstring,NOUN,8
hand,NOUN,295
hand,VERB,2
handbag,NOUN,1
handed,ADJ,4
handedness,NOUN,7
handicap,NOUN,7
handicapped,ADJ,2
handle,NOUN,3
handle,VERB,13
handler,NOUN,1
handling,NOUN,5
handrail,NOUN,1
handwashing,NOUN,1
handwriting,NOUN,1
hang,VERB,9
hanging,NOUN,1
hangnail,NOUN,2
hangnail,VERB,1
hangover,NOUN,6
hantavirus,NOUN,3
haploid,NOUN,1
haploid,PROPN,1
happen,VERB,20
harbour,PROPN,1
harbour,VERB,9
hard,ADJ,92
hard,ADV,21
harden,ADJ,1
harden,ADV,1
harden,VERB,15
hardened,ADJ,1
hardener,NOUN,1
hardening,NOUN,9
hardly,ADV,3
hardness,ADJ,1
hardness,NOUN,3
hardt,ADJ,1
hardware,NOUN,2
hardwood,NOUN,1
hare,PROPN,1
harelip,NOUN,3
haricot,PROPN,1
harm,NOUN,13
harm,VERB,4
harmful,ADJ,64
harming,ADJ,1
harmless,ADJ,87
harmless,NOUN,1
harmlessly,ADV,5
harsh,ADJ,1
harvest,NOUN,1
harvest,VERB,5
hash,PROPN,1
hashish,NOUN,1
hasten,VERB,4
hat,NOUN,2
hatch,NOUN,2
hatch,VERB,7
hatched,ADJ,1
hatching,NOUN,1
hate,VERB,2
hatha,NOUN,2
hatred,NOUN,1
haul,NOUN,4
haunting,ADJ,1
have,AUX,2296
have,VERB,2364
haversian,ADJ,2
haversian,PROPN,1
having,AUX,68
haviour,PROPN,3
havrix,VERB,1
hay,INTJ,1
hay,NOUN,21
hay,PROPN,8
hazard,NOUN,28
hazardous,ADJ,9
haze,NOUN,1
hcg,NOUN,1
hd,NOUN,2
hdl,NOUN,1
hdls,ADV,5
he,PRON,119
head,NOUN,354
head,VERB,10
headache,NOUN,193
headache,PROPN,51
headache,VERB,1
headedness,NOUN,1
headphone,NOUN,1
headquarter,NOUN,1
heaf,ADJ,1
heal,VERB,121
healing,NOUN,61
heals,VERB,5
health,NOUN,157
health,PROPN,1
healthcare,NOUN,10
healthy,ADJ,150
hear,VERB,89
hearing,NOUN,96
heart,NOUN,1599
heart,PROPN,5
heart,VERB,1
heartbeat,NOUN,139
heartbeat,VERB,1
heartburn,NOUN,13
heartburn,VERB,5
hearthese,VERB,1
heartstring,NOUN,1
heat,NOUN,115
heat,VERB,6
heated,ADJ,4
heater,NOUN,1
heating,NOUN,3
heatstroke,NOUN,5
heatstroke,PROPN,2
heavily,ADV,6
heaviness,NOUN,2
heavy,ADJ,85
hebephrenia,PROPN,1
heel,NOUN,42
heel,PROPN,2
heel,VERB,1
heeled,ADJ,1
height,NOUN,47
heighten,VERB,2
heightened,ADJ,2
heimer,PROPN,1
helical,ADJ,1
helicobacter,NOUN,3
helicopter,NOUN,1
heliotherapy,ADV,1
helium,NOUN,2
helix,NOUN,5
hello,INTJ,1
helminth,NOUN,1
help,NOUN,45
help,VERB,471
helper,NOUN,8
helper,VERB,3
helperT,PROPN,1
helpful,ADJ,33
helplessness,NOUN,1
helps,AUX,109
hemianopia,NOUN,3
hemianopia,PROPN,1
hemiballismus,NOUN,1
hemiballismus,PROPN,1
hemicolectomy,PROPN,1
hemin,NOUN,1
hemiparesis,NOUN,1
hemiplegia,PROPN,5
hemisphere,NOUN,31
hemispherical,ADJ,2
hemivertebra,INTJ,1
hemlock,NOUN,1
hemp,NOUN,3
hen,NOUN,2
hence,ADV,10
henselae,NOUN,2
heparin,NOUN,10
heparin,PROPN,2
hepatectomy,NOUN,3
hepatic,ADJ,32
hepatica,PROPN,2
hepatitis,NOUN,75
hepatitis,PROPN,49
hepatocele,PROPN,1
hepatocellular,ADJ,4
hepatocellular,NOUN,4
hepatoma,ADJ,1
hepatoma,NOUN,1
hepatoma,PROPN,4
hepatomegaly,NOUN,4
hepatotoxic,NOUN,1
her,PRON,139
herald,NOUN,3
herald,VERB,5
herbal,ADJ,14
herbicide,NOUN,5
herd,NOUN,2
here,ADV,47
hereditary,ADJ,32
hereditary,NOUN,2
heredity,NOUN,8
herent,PROPN,1
heritability,NOUN,3
herite,VERB,1
hermaphroditism,NOUN,6
hermetically,ADV,1
hernia,NOUN,82
hernia,PROPN,6
hernia,X,1
hernias,NOUN,1
herniate,VERB,1
herniorrhaphy,NOUN,1
hero,NOUN,1
heroin,NOUN,14
heroin,VERB,1
herpangina,PROPN,1
herpe,NOUN,105
herpes,NOUN,1
herpesvirus,NOUN,1
herpesviruse,NOUN,1
herpetic,ADJ,4
herpeticum,PROPN,3
herpetiformis,ADJ,2
herpetiformis,ADV,1
herring,NOUN,2
herself,PRON,6
hertz,NOUN,3
hesitant,ADJ,3
hesitation,NOUN,1
heterochromia,NOUN,1
heteronymous,ADJ,1
heterosexuality,NOUN,2
heterozygote,NOUN,2
heterozygote,PROPN,2
hexachlorophene,PROPN,2
hexidine,PROPN,1
hexosaminidase,NOUN,1
hf,NOUN,1
hg,INTJ,1
hgament,PROPN,1
hght,NOUN,1
hghtheadedness,NOUN,1
hi,ADJ,1
hi,INTJ,4
hiatus,NOUN,8
hiatus,PROPN,2
hibit,VERB,2
hiccup,NOUN,5
hidden,ADJ,4
hide,VERB,12
hidradenitis,PROPN,2
hidrosis,PROPN,1
high,ADJ,642
high,ADV,12
high,PROPN,1
high,VERB,1
higher,ADV,1
higherthe,ADJ,1
highland,NOUN,1
highlight,NOUN,1
highlight,PROPN,1
highlight,VERB,2
highly,ADV,65
highway,NOUN,2
hilum,NOUN,2
hilus,ADJ,1
himself,PRON,3
hinder,VERB,3
hindmilk,NOUN,1
hindmilk,PROPN,1
hindu,ADJ,1
hindwater,NOUN,2
hinge,NOUN,14
hinge,VERB,2
hinged,ADJ,1
hip,NOUN,125
hip,VERB,1
hippocampus,NOUN,2
hippocampus,VERB,1
hippocrate,NOUN,1
hippocratic,ADJ,1
hirsutism,NOUN,11
hirudin,ADJ,2
his,PRON,105
hissing,NOUN,1
histamine,ADJ,2
histamine,NOUN,18
histamine,PROPN,5
histamine,X,1
histaminej,PROPN,1
histine,NOUN,1
histiocyte,PROPN,1
histiocytosis,NOUN,2
histiocytosis,PROPN,1
histocompatability,NOUN,2
histocompatibility,NOUN,6
histoiytica,PROPN,1
histology,NOUN,6
histolytica,PROPN,2
histopathology,NOUN,3
histoplasmosis,NOUN,4
historically,ADV,1
history,NOUN,56
histrionic,ADJ,2
hit,VERB,7
hive,NOUN,7
hla,NOUN,3
hmb,NOUN,1
hnke,VERB,1
hnll,X,1
hoarse,ADJ,1
hoarseness,NOUN,21
hodgkin,ADJ,13
hoeae,PROPN,1
hogweed,NOUN,1
hol,ADV,1
hol,INTJ,3
hol,PROPN,7
hold,VERB,125
holder,NOUN,3
holding,NOUN,1
hole,NOUN,65
hole,VERB,3
holic,ADJ,4
holic,NOUN,1
holistic,ADJ,3
hollow,ADJ,49
hollow,NOUN,6
hollow,VERB,1
holly,NOUN,1
holly,PROPN,1
holm,NOUN,1
homatropine,PROPN,1
home,ADV,4
home,NOUN,32
homeopathy,NOUN,2
homeostasis,NOUN,2
homeostatic,ADJ,1
homocystine,PROPN,1
homocystinuria,PROPN,1
homograft,NOUN,3
homograft,PROPN,1
homonymous,ADJ,3
homosexual,NOUN,2
homosexuality,NOUN,2
homosexuality,PROPN,1
homozygote,NOUN,2
honey,NOUN,5
hood,NOUN,14
hook,NOUN,1
hooked,ADJ,1
hookworm,NOUN,14
hookworm,PROPN,1
hop,VERB,1
hope,NOUN,2
hopelessness,NOUN,2
hordeolum,NOUN,1
hordeolum,PROPN,1
horizon,NOUN,1
horizontal,ADJ,15
horizontally,ADV,5
hormonal,ADJ,68
hormonal,NOUN,7
hormone,ADJ,3
hormone,NOUN,694
hormone,PROPN,3
hormone,VERB,3
horn,ADJ,1
horn,NOUN,6
horny,ADJ,4
horse,NOUN,6
horseshoe,NOUN,1
horseshoe,PROPN,2
hospice,NOUN,4
hospital,NOUN,110
hospitalization,NOUN,1
host,NOUN,47
hostile,ADJ,2
hostility,NOUN,2
hot,ADJ,70
hot,NOUN,1
hour,NOUN,189
house,NOUN,14
house,VERB,2
housebound,NOUN,2
housefly,NOUN,1
household,NOUN,12
housemaid,NOUN,2
housemaid,PROPN,1
housing,NOUN,2
how,ADV,1
how,PRON,1
how,SCONJ,215
however,ADV,471
hpl,NOUN,2
hpoprotein,PROPN,1
ht,PROPN,1
huemnus,NOUN,1
hug,VERB,2
huge,ADJ,4
human,ADJ,133
human,NOUN,141
human,PROPN,2
humanity,NOUN,1
humanus,NOUN,1
humerus,NOUN,38
humid,ADJ,1
humid,NOUN,1
humidifier,NOUN,2
humidify,VERB,1
humidity,NOUN,6
humoral,ADJ,9
humoral,NOUN,1
humour,NOUN,31
humour,VERB,1
hump,NOUN,2
hump,PROPN,1
hump,VERB,2
humped,ADJ,1
humznus,VERB,1
hunch,NOUN,1
hunchback,NOUN,1
hundred,NOUN,10
hundred,NUM,1
hunger,INTJ,1
hunger,NOUN,12
hungry,ADJ,5
hurt,NOUN,1
hurt,VERB,1
husk,NOUN,1
huskiness,NOUN,1
husky,NOUN,3
hve,PROPN,1
hve,VERB,1
hver,ADJ,1
hver,ADV,1
hver,PROPN,6
hy,PROPN,1
hyaline,ADJ,4
hyaline,NOUN,3
hyaline,PROPN,1
hyaluronic,ADJ,3
hyaluronidase,ADJ,1
hyaluronidase,NOUN,1
hycosy,NUM,1
hycosy,X,1
hydatid,ADJ,6
hydatid,PROPN,1
hydatidiform,NOUN,5
hydatidiform,PROPN,2
hydatiform,ADJ,2
hydralazine,PROPN,1
hydramnio,NOUN,1
hydrate,NOUN,11
hydrate,VERB,1
hydration,NOUN,3
hydrobromide,NOUN,3
hydrocannabinol,NOUN,1
hydrocarbon,NOUN,2
hydrocele,NOUN,3
hydrocele,PROPN,1
hydrocephalus,ADV,3
hydrocephalus,NOUN,4
hydrocephalus,PROPN,7
hydrochloric,ADJ,10
hydrochlorothiazide,ADV,1
hydrochlorothiazide,NOUN,1
hydrocortisone,NOUN,37
hydrocyanic,ADJ,1
hydrogen,NOUN,29
hydrogen,PROPN,2
hydrogenase,NOUN,1
hydronephrosis,NOUN,5
hydronephrosis,VERB,1
hydrop,NOUN,3
hydrop,VERB,1
hydrophobia,NOUN,1
hydrophobia,PROPN,2
hydrotherapy,NOUN,4
hydrous,ADJ,1
hydroxide,NOUN,5
hydroxocobalamin,NOUN,2
hydroxyapatite,NOUN,3
hydroxychloroquine,NOUN,1
hydroxyl,PROPN,1
hydroxytryptamine,NOUN,2
hydroxyzine,NOUN,1
hygiene,ADJ,1
hygiene,NOUN,41
hygiene,PROPN,7
hygiene,VERB,1
hygienic,ADJ,1
hygienist,NOUN,2
hygroma,NOUN,1
hygromas,PROPN,1
hylperventilation,NOUN,1
hyman,NOUN,7
hyoid,NOUN,5
hyoscine,NOUN,3
hyoscine,PROPN,1
hyoscine,VERB,1
hyp,PROPN,1
hyper,NOUN,2
hyperacidity,NOUN,2
hyperactivity,NOUN,17
hyperacusis,NOUN,2
hyperaemia,PROPN,1
hyperaesthesia,PROPN,1
hyperaldosteronism,NOUN,1
hyperalimentation,PROPN,2
hyperbaric,ADJ,8
hyperbaric,NOUN,1
hyperbilirubinaemia,NOUN,3
hypercalcaemia,NOUN,18
hypercapnia,NOUN,1
hypercholesterolaemia,NOUN,4
hyperemesis,NOUN,1
hyperextension,NOUN,1
hyperglycaemia,NOUN,11
hypergonadism,NOUN,2
hyperhidrosis,NOUN,4
hyperhydrosis,ADJ,1
hyperkalaemia,NOUN,3
hyperkeratosis,NOUN,3
hyperkinetic,ADJ,1
hyperlipidaemia,NOUN,26
hypermagnesaemia,NOUN,2
hypermagnesaemia,PROPN,1
hypermetropia,PROPN,16
hypernasality,NOUN,2
hypernephroma,ADJ,1
hypernephroma,INTJ,1
hyperparathyroidism,NOUN,18
hyperphosphataemia,INTJ,1
hyperphosphataemia,NOUN,1
hyperpigmentation,NOUN,3
hyperpituitarism,NOUN,1
hyperplasia,ADJ,1
hyperplasia,NOUN,18
hyperplasia,PROPN,2
hyperpyrexia,NOUN,1
hyperpyrexia,PROPN,1
hypersensitive,ADJ,3
hypersensitivity,NOUN,27
hypersensitivity,VERB,1
hypersplenism,NOUN,7
hypertension,NOUN,161
hypertension,PROPN,2
hypertensive,ADJ,9
hypertensive,NOUN,4
hypertensive,PROPN,1
hyperthermia,NOUN,10
hyperthyroidism,NOUN,36
hypertipidaemia,PRON,1
hypertonia,NOUN,2
hypertonic,ADJ,2
hypertrichosis,NOUN,5
hypertrophic,ADJ,12
hypertrophy,ADJ,1
hypertrophy,NOUN,11
hyperuricaemia,ADV,2
hyperuricaemia,NOUN,5
hyperuricaemia,VERB,2
hyperventilation,NOUN,17
hypervigilance,NOUN,1
hypervitaminosis,PROPN,1
hypha,NOUN,1
hyphae,ADJ,2
hyphaema,NOUN,5
hypnagogic,ADJ,1
hypnagogic,NOUN,2
hypnagogic,VERB,1
hypnosis,NOUN,7
hypnotherapy,NOUN,1
hypnotic,ADJ,1
hypoaldosteronism,NOUN,1
hypoallergenic,ADJ,1
hypocalcaemia,NOUN,8
hypocapnia,PROPN,1
hypochondriasis,NOUN,5
hypochondrium,NOUN,1
hypodermic,ADJ,3
hypodermic,NOUN,1
hypodontia,PROPN,1
hypogammaglobulinaemia,NOUN,4
hypogammaglobulinaemia,PROPN,1
hypoglossal,INTJ,1
hypoglossal,NOUN,2
hypoglycaemia,NOUN,37
hypoglycaemic,ADJ,18
hypoglycaemic,NOUN,12
hypogonadism,NOUN,11
hypohidrosis,NOUN,5
hypohidrotic,ADJ,1
hypokalaemia,NOUN,7
hypomagnesaemia,NOUN,2
hypomagnesaemia,VERB,1
hypomania,PROPN,3
hyponasality,NOUN,2
hypoparathyroidism,NOUN,6
hypophosphataemia,NOUN,5
hypophvsectomv,PROPN,1
hypophysectomy,NOUN,2
hypophysectomy,X,1
hypopigmentation,NOUN,1
hypopituitarism,NOUN,5
hypoplasia,ADJ,2
hypoplasia,INTJ,1
hypoplastic,ADJ,3
hyposensitization,NOUN,6
hypospadia,NOUN,4
hypospadias,ADJ,2
hyposplenism,NOUN,1
hypostasis,NOUN,1
hypotension,NOUN,22
hypothalamic,ADJ,1
hypothalamic,NOUN,1
hypothalamus,NOUN,31
hypothalamus,PRON,1
hypothalamus,PROPN,17
hypothalmic,ADJ,1
hypothermia,NOUN,16
hypothermia,VERB,1
hypothetical,ADJ,1
hypothyroidism,NOUN,40
hypotonia,NOUN,11
hypotonic,ADJ,6
hypoventilation,NOUN,2
hypovitaminosis,NOUN,2
hypovolaemia,PROPN,1
hypovolaemia,X,1
hypoxaemia,PROPN,1
hypoxia,NOUN,22
hypromellose,PROPN,1
hysterectomy,NOUN,29
hysteria,NOUN,6
hysterical,ADJ,2
hystericus,PROPN,3
hysterocontrast,NOUN,2
hysterosalpingography,PROPN,3
hysteroscope,NOUN,3
hysteroscopy,NOUN,4
i,NOUN,3
i,PROPN,5
ia,PROPN,1
iae,NOUN,1
iae,PROPN,1
ial,ADJ,4
ial,NOUN,1
ially,ADV,1
iambiia,ADJ,1
ian,PROPN,3
iary,ADJ,3
iasis,NOUN,2
iation,NOUN,1
iatrist,NOUN,1
iatrogenic,ADJ,1
ible,ADJ,8
ibugel,ADJ,1
ibuleve,INTJ,1
ibuprofen,NOUN,5
ic,ADJ,1
ic,INTJ,1
ic,PROPN,19
ic,X,1
ica,PROPN,1
ical,ADJ,23
ical,NOUN,1
ical,PROPN,3
ically,ADV,8
icance,NOUN,1
icate,VERB,1
ice,NOUN,29
icelandic,ADJ,1
ichthammol,PROPN,2
ichthopaste,NOUN,1
ichthyosis,NOUN,7
iciency,NOUN,1
icine,NOUN,1
icle,NOUN,1
icle,PROPN,2
ico,NOUN,1
ics,PROPN,5
icterus,PROPN,2
icu,NOUN,2
icularly,ADV,1
id,NOUN,1
id,VERB,1
ida,PROPN,1
idaemia,VERB,1
idal,ADJ,1
idate,PROPN,1
idazole,NOUN,1
ide,ADV,3
ide,NOUN,2
ide,PROPN,2
idea,NOUN,36
ideal,ADJ,9
ideal,NOUN,1
ideally,ADV,7
identical,ADJ,36
identifiable,ADJ,4
identification,NOUN,12
identify,VERB,70
identity,NOUN,16
ideomotor,ADJ,1
idiopathic,ADJ,11
idle,ADJ,2
idol,NOUN,1
idoxuridine,NOUN,2
idoxuridine,PROPN,1
ids,PROPN,1
idus,PROPN,1
ie,NOUN,9
ie,VERB,1
ience,NOUN,1
iency,NOUN,1
ies,PROPN,12
ietmgonolaba,NOUN,1
iety,NOUN,6
ieve,VERB,2
if,SCONJ,1505
ifie,VERB,1
iftransplantation,NOUN,1
iga,NOUN,4
ignant,ADJ,1
igne,NOUN,2
igne,PROPN,1
ignore,VERB,5
igo,PROPN,1
igus,NOUN,1
ii,NOUN,1
ii,NUM,10
iii,NUM,3
il,PROPN,1
ilar,NOUN,1
ile,PROPN,1
ileal,ADJ,4
ileitis,PROPN,1
ileostomy,ADV,2
ileostomy,NOUN,16
ileum,NOUN,34
ileus,NOUN,10
iliac,NOUN,11
ilial,ADJ,1
iliofemoral,ADJ,1
ilis,PROPN,1
ility,NOUN,3
ilium,NOUN,8
ill,ADJ,41
ill,ADV,6
illarie,NOUN,1
illary,ADJ,1
illegal,ADJ,7
illegally,ADV,3
illicit,ADJ,5
illness,NOUN,287
illuminate,VERB,2
illuminated,ADJ,1
illumination,NOUN,3
illusion,NOUN,8
illusory,ADJ,1
illusory,NOUN,1
illustrate,VERB,14
illustrated,ADJ,19
illustrated,PROPN,3
illustration,NOUN,9
illustrator,NOUN,1
ily,ADV,1
image,NOUN,212
image,VERB,72
imagery,NOUN,1
imaginary,ADJ,1
imagination,NOUN,1
imaginative,ADJ,1
imaginatively,ADV,2
imagine,VERB,5
imaging,NOUN,46
imately,ADV,2
imbalance,NOUN,12
imbalanced,ADJ,1
imen,NOUN,1
imidazole,PROPN,1
imipramine,NOUN,3
imitate,VERB,3
imitation,NOUN,1
immature,ADJ,21
immature,NOUN,1
immature,PROPN,1
immaturity,NOUN,3
immediate,ADJ,38
immediate,PROPN,1
immediately,ADV,52
immense,ADJ,1
immerse,VERB,3
immersion,ADJ,5
immersion,NOUN,3
immigrant,NOUN,3
immobile,ADJ,6
immobility,NOUN,15
immobilization,NOUN,9
immobilize,VERB,28
immovable,ADJ,1
immovable,PROPN,1
immune,ADJ,297
immune,NOUN,3
immune,PROPN,1
immunity,NOUN,83
immunization,NOUN,68
immunization,PROPN,1
immunize,VERB,4
immunized,NOUN,1
immunoassay,NOUN,4
immunoassay,VERB,1
immunoassay,X,1
immunocompromise,VERB,3
immunocompromised,ADJ,1
immunocompromize,VERB,1
immunodeficiency,NOUN,27
immunoenhancement,NOUN,1
immunoglobulin,NOUN,38
immunoglobulin,PROPN,4
immunological,ADJ,2
immunologist,NOUN,2
immunology,NOUN,1
immunosorbent,NOUN,2
immunostimulant,ADJ,3
immunosuppressant,ADJ,31
immunosuppressant,NOUN,7
immunosuppressant,VERB,4
immunosuppressed,ADJ,2
immunosuppression,NOUN,1
immunotherapy,NOUN,2
impact,NOUN,6
impact,VERB,21
impaction,NOUN,19
impair,ADJ,1
impair,VERB,91
impaired,ADJ,91
impairment,NOUN,32
impairs,ADJ,6
impairviral,ADJ,1
impale,NOUN,1
impatient,ADJ,1
impedance,NOUN,2
impede,VERB,15
impediment,NOUN,2
impend,VERB,4
impenetrable,ADJ,4
imperceptible,ADJ,1
imperceptibly,ADV,1
imperfecta,ADV,3
imperfecta,NOUN,5
imperfecta,PROPN,1
imperforate,ADJ,2
imperforate,NOUN,9
imperforate,VERB,1
impermeable,ADJ,1
impetigo,NOUN,1
impetigo,PROPN,5
impetigo,X,1
impetuous,ADJ,1
impinge,NOUN,1
implant,ADJ,9
implant,NOUN,38
implant,PROPN,2
implant,VERB,20
implantable,ADJ,1
implantable,NOUN,1
implantation,NOUN,22
implement,NOUN,1
implement,VERB,2
implicate,VERB,6
implication,NOUN,3
implosive,ADJ,1
imply,VERB,3
import,VERB,2
importance,NOUN,13
important,ADJ,180
impose,VERB,2
impossible,ADJ,13
impostor,NOUN,1
impotence,NOUN,38
impotence,VERB,2
imprecise,ADJ,1
impregnate,VERB,3
impregnated,ADJ,3
impression,NOUN,11
improper,ADJ,1
improperly,ADV,6
improve,VERB,154
improved,ADJ,2
improvement,NOUN,24
improver,NOUN,1
impulse,ADJ,1
impulse,NOUN,163
impulse,PROPN,1
impulsive,ADJ,5
impulsively,ADV,1
impulsiveness,NOUN,1
impurity,NOUN,1
in,ADP,14807
in,ADV,34
in,NOUN,7
in,SCONJ,14755
in,X,3
ina,NOUN,1
inability,NOUN,68
inaccessible,ADJ,3
inactivate,VERB,6
inactivated,ADJ,1
inactive,ADJ,8
inactivity,NOUN,3
inadequacy,ADJ,2
inadequate,ADJ,49
inadequately,ADV,4
inadvisable,ADJ,2
inal,ADJ,7
inanimate,ADJ,2
inant,ADJ,3
inappropriate,ADJ,20
inappropriately,ADV,3
inate,NOUN,1
inate,VERB,1
inates,PROPN,1
ination,NOUN,5
ination,PROPN,2
inattention,NOUN,3
inattentive,ADJ,1
inaudible,ADJ,3
inborn,ADJ,29
inborn,VERB,2
inbuilt,ADJ,1
incapable,ADJ,2
incapacitate,VERB,3
incapacity,NOUN,1
incessantly,ADV,1
incest,NOUN,4
inch,NOUN,1
incidence,NOUN,40
incident,NOUN,1
incise,NOUN,1
incise,VERB,1
incised,ADJ,1
incision,NOUN,119
incisional,ADJ,4
incisor,NOUN,24
inclination,NOUN,1
incline,VERB,2
include,AUX,1090
include,VERB,1716
inclusion,NOUN,1
incoherent,ADJ,2
incompatibility,NOUN,15
incompatible,ADJ,10
incompetence,NOUN,39
incompetent,ADJ,2
incomplete,ADJ,16
incompletely,ADV,2
incongruity,NOUN,1
inconsistency,NOUN,1
incontinence,NOUN,68
incontinent,ADJ,2
incoordination,NOUN,9
incorporate,VERB,8
incorporation,NOUN,2
incorrect,ADJ,7
incorrectly,ADV,5
increase,NOUN,118
increase,VERB,634
increased,ADJ,9
increased,ADV,1
increasingly,ADV,25
increasingthe,DET,1
incredibly,ADV,1
incubate,VERB,1
incubation,NOUN,26
incubator,NOUN,10
incurable,ADJ,5
incus,PROPN,11
indapamide,ADV,1
indeed,ADV,1
indefinite,ADJ,1
indefinitely,ADV,5
indent,VERB,1
indentation,NOUN,2
independence,NOUN,6
independent,ADJ,10
independently,ADV,9
inderal,INTJ,1
index,NOUN,13
indian,ADJ,7
indicate,VERB,112
indication,NOUN,27
indicator,NOUN,8
indicator,PROPN,2
indifference,VERB,1
indigenous,ADJ,1
indigestible,ADJ,5
indigestion,NOUN,20
indigo,PROPN,1
indinavir,NOUN,2
indirecdy,PROPN,1
indirect,ADJ,8
indirectly,ADV,7
indispensable,ADJ,1
indistinct,ADJ,2
indistinguishable,ADJ,2
individual,ADJ,62
individual,NOUN,171
individually,ADV,2
individuar,NOUN,2
indole,ADJ,1
indole,NOUN,2
indolent,ADJ,2
indometacin,PROPN,3
indoramin,PROPN,3
indrawing,NOUN,1
induce,VERB,92
induced,ADJ,4
inducement,NOUN,1
induction,NOUN,19
indude,NOUN,1
