word,lemma,part_of_speech,tag,absolute_frequency
Brazil,Brazil,PROPN,NNP,4
Bread,Bread,PROPN,NNP,5
Break,Break,PROPN,NNP,1
Breath,Breath,PROPN,NNP,1
Breathlessness,Breathlessness,PROPN,NNP,4
Bredberg,Bredberg,PROPN,NNP,1
Breech,Breech,PROPN,NNP,2
Brendan,Brendan,PROPN,NNP,1
Brewer,Brewer,PROPN,NNP,1
Brian,Brian,PROPN,NNP,3
Bridges,Bridges,PROPN,NNP,1
Briggs,Briggs,PROPN,NNP,1
Briquet,Briquet,PROPN,NNP,1
British,British,PROPN,NNP,2
Brittle,Brittle,PROPN,NNP,1
Broadus,Broadus,PROPN,NNP,1
Broca,Broca,PROPN,NNP,6
Broccoli,Broccoli,PROPN,NNP,1
Brodmann,Brodmann,PROPN,NNP,1
Brompheniramine,Brompheniramine,PROPN,NNP,1
Bromwich,Bromwich,PROPN,NNP,1
Bronchi,Bronchi,PROPN,NNP,2
Bronchiole,Bronchiole,PROPN,NNP,2
Bronchioles,Bronchioles,PROPN,NNP,1
Bronchitis,Bronchitis,PROPN,NNP,1
Bronchodilator,Bronchodilator,PROPN,NNP,2
Bronchoscope,Bronchoscope,PROPN,NNP,1
Bronchoscopy,Bronchoscopy,PROPN,NNP,1
Bronchospasm,Bronchospasm,PROPN,NNP,1
Broom,Broom,PROPN,NNP,1
Brown,Brown,PROPN,NNP,3
Brucella,Brucella,PROPN,NNP,1
Brucellosis,Brucellosis,PROPN,NNP,1
Bryn,Bryn,PROPN,NNP,2
Buckley,Buckley,PROPN,NNP,1
Budd,Budd,PROPN,NNP,2
Budesonide,Budesonide,PROPN,NNP,1
Buerger,Buerger,PROPN,NNP,6
Bulb,Bulb,PROPN,NNP,1
Bunnell,Bunnell,PROPN,NNP,1
Burkitt,Burkitt,PROPN,NNP,4
Burnett,Burnett,PROPN,NNP,1
Burriel,Burriel,PROPN,NNP,1
Burroughs,Burroughs,PROPN,NNP,1
Burrow,Burrow,PROPN,NNP,1
Bursas,Bursas,PROPN,NNP,1
Burst,Burst,PROPN,NNP,1
Butobarbital,Butobarbital,PROPN,NNP,1
Bypass,Bypass,PROPN,NNP,2
Byssinosis,Byssinosis,PROPN,NNP,1
C,C,PROPN,NNP,34
CA,CA,PROPN,NNP,2
CAA,CAA,PROPN,NNP,1
CACHEXIA,CACHEXIA,PROPN,NNP,1
CAESAREAN,CAESAREAN,PROPN,NNP,1
CALCANEUS,CALCANEUS,PROPN,NNP,2
CALCULI,CALCULI,PROPN,NNP,1
CALENDAR,CALENDAR,PROPN,NNP,1
CALF,CALF,PROPN,NNP,1
CANAL,CANAL,PROPN,NNP,1
CANCER,CANCER,PROPN,NNP,1
CAP,CAP,PROPN,NNP,1
CAPILLARIES,CAPILLARIES,PROPN,NNPS,1
CAPILLARY,CAPILLARY,PROPN,NNP,1
CARBIMAZOLE,CARBIMAZOLE,PROPN,NNP,1
CARBOCI,CARBOCI,PROPN,NNP,1
CARBOHYDRATE,CARBOHYDRATE,PROPN,NNP,2
CARCINOGENS,CARCINOGENS,PROPN,NNP,2
CARCINOMA,CARCINOMA,PROPN,NNP,1
CARDIAC,CARDIAC,PROPN,NNPS,3
CARDIOPULMONARY,CARDIOPULMONARY,PROPN,NNP,1
CARDIOTOCOGRAPHY,CARDIOTOCOGRAPHY,PROPN,NNP,1
CARIES,CARIES,PROPN,NNP,1
CARPAL,CARPAL,PROPN,NNP,1
CARinii,CARinii,PROPN,NNP,1
CAT,CAT,PROPN,NNP,3
CATARACT,CATARACT,PROPN,NNP,1
CATHETER,CATHETER,PROPN,NNP,1
CATHETERIZATION,CATHETERIZATION,PROPN,NNP,1
CAUGHT,CAUGHT,PROPN,NNP,1
CAUSES,CAUSES,PROPN,NNP,2
CAUSES,CAUSES,PROPN,NNPS,1
CAVERNOUS,CAVERNOUS,PROPN,NNP,1
CAVITY,CAVITY,PROPN,NNP,1
CBE,CBE,PROPN,NNP,1
CCA,CCA,PROPN,NNP,1
CCG,CCG,PROPN,NNP,2
CCl,CCl,PROPN,NNP,1
CD,CD,PROPN,NNP,1
CDzHymphocytes,CDzHymphocytes,PROPN,NNPS,1
CELL,CELL,PROPN,NNP,4
CELLULOSE,CELLULOSE,PROPN,NNP,1
CELSIUS,CELSIUS,PROPN,NNP,2
CENTRALLY,CENTRALLY,PROPN,NNP,1
CENTRES,CENTRES,PROPN,NNP,1
CEREBELLUM,CEREBELLUM,PROPN,NNP,2
CEREBRAL,CEREBRAL,PROPN,NNP,2
CEREBROSPINAL,CEREBROSPINAL,PROPN,NNP,1
CEREBROVASCULAR,CEREBROVASCULAR,PROPN,NNP,2
CEREBRUM,CEREBRUM,PROPN,NNP,1
CERVICAL,CERVICAL,PROPN,NNP,5
CERVIX,CERVIX,PROPN,NNP,1
CESTODES,CESTODES,PROPN,NNP,1
CF,CF,PROPN,NNP,5
CFC,CFC,PROPN,NNP,2
CFCs,CFCs,PROPN,NNP,3
CGA,CGA,PROPN,NNP,1
CGG,CGG,PROPN,NNP,1
CGT,CGT,PROPN,NNP,1
CHAIR,CHAIR,PROPN,NNP,1
CHART,CHART,PROPN,NNP,1
CHAT,CHAT,PROPN,NNP,1
CHEMICAL,CHEMICAL,PROPN,NNP,2
CHEST,CHEST,PROPN,NNP,3
CHILDBIRTH,CHILDBIRTH,PROPN,NNP,2
CHILL,CHILL,PROPN,NNP,1
CHOCOLATE,CHOCOLATE,PROPN,NNP,1
CHOLANGITIS,CHOLANGITIS,PROPN,NNP,2
CHOLESTATIC,CHOLESTATIC,PROPN,NNP,1
CHOLESTEROL,CHOLESTEROL,PROPN,NNP,1
CHOROID,CHOROID,PROPN,NNPS,1
CHOROID,CHOROID,PROPN,NNP,1
CHOROIDITIS,CHOROIDITIS,PROPN,NNP,1
CHROMOSOMAL,CHROMOSOMAL,PROPN,NNP,1
CHROMOSOME,CHROMOSOME,PROPN,NNP,4
CHROMOSOMES,CHROMOSOMES,PROPN,NNP,4
CHRONIC,CHRONIC,PROPN,NNPS,1
CHRONIC,CHRONIC,PROPN,NNP,1
CIN,CIN,PROPN,NNP,4
CIRRHOSIS,CIRRHOSIS,PROPN,NNP,1
CK,CK,PROPN,NNP,1
CLAVULANIC,CLAVULANIC,PROPN,NNP,1
CLITORIS,CLITORIS,PROPN,NNP,1
CLL,CLL,PROPN,NNP,1
CLOSED,CLOSED,PROPN,NNP,1
CLOSURE,CLOSURE,PROPN,NNP,1
CML,CML,PROPN,NNP,1
CMV,CMV,PROPN,NNP,2
CNRI,CNRI,PROPN,NNP,10
CNS,CNS,PROPN,NNP,25
CO,CO,PROPN,NNP,5
COCCUS,COCCUS,PROPN,NNP,1
COCKAYNE,COCKAYNE,PROPN,NNP,1
COLOUR,COLOUR,PROPN,NNP,4
COLOURVISION,COLOURVISION,PROPN,NNP,1
COMPLICATIONS,COMPLICATIONS,PROPN,NNPS,5
COMPUTER,COMPUTER,PROPN,NNP,1
CONDOM,CONDOM,PROPN,NNP,3
CONDUIT,CONDUIT,PROPN,NNP,1
CONJUNCTIVA,CONJUNCTIVA,PROPN,NNP,2
CONSULTING,CONSULTING,PROPN,NNP,1
CONTACT,CONTACT,PROPN,NNP,1
CONTRACEPTION,CONTRACEPTION,PROPN,NNP,1
CONTRACTURE,CONTRACTURE,PROPN,NNP,1
CONTRIBUTORS,CONTRIBUTORS,PROPN,NNP,1
CONTROL,CONTROL,PROPN,NNP,3
CORD,CORD,PROPN,NNP,1
CORNEA,CORNEA,PROPN,NNP,3
CORONARY,CORONARY,PROPN,NNP,1
CORROSIVE,CORROSIVE,PROPN,NNP,1
CORTEX,CORTEX,PROPN,NNP,1
COSHH,COSHH,PROPN,NNP,1
COSMETIC,COSMETIC,PROPN,NNP,1
COX,COX,PROPN,NNP,2
CPAP,CPAP,PROPN,NNP,2
CPPV,CPPV,PROPN,NNP,2
CRANDALL,CRANDALL,PROPN,NNP,1
CRANIAL,CRANIAL,PROPN,NNP,2
CRI,CRI,PROPN,NNP,1
CRISIS,CRISIS,PROPN,NNP,1
CROWNS,CROWNS,PROPN,NNP,1
CRUCIATE,CRUCIATE,PROPN,NNP,1
CS,CS,PROPN,NNP,4
CSF,CSF,PROPN,NNP,1
CT,CT,PROPN,NNP,66
CTG,CTG,PROPN,NNP,1
CTscanning,CTscanning,PROPN,NNP,12
CTscans,CTscans,PROPN,NNPS,1
CUSHING,CUSHING,PROPN,NNP,1
CVP,CVP,PROPN,NNP,1
CVS,CVS,PROPN,NNP,4
CWP,CWP,PROPN,NNP,1
CYST,CYST,PROPN,NNP,1
CYSTINOSIS,CYSTINOSIS,PROPN,NNP,1
CYSTINURIA,CYSTINURIA,PROPN,NNP,1
CYTOLOGY,CYTOLOGY,PROPN,NNP,1
Ca,Ca,PROPN,NNP,2
Cacchione,Cacchione,PROPN,NNP,2
Cafe,Cafe,PROPN,NNP,2
Calabar,Calabar,PROPN,NNP,1
Calamine,Calamine,PROPN,NNP,1
Calcaneus,Calcaneus,PROPN,NNP,1
Calcinosis,Calcinosis,PROPN,NNP,2
Calcitonin,Calcitonin,PROPN,NNP,2
Calcium,Calcium,PROPN,NNP,1
California,California,PROPN,NNP,2
Calmette,Calmette,PROPN,NNP,3
Calnan,Calnan,PROPN,NNP,1
Calpol,Calpol,PROPN,NNP,1
Calve,Calve,PROPN,NNP,1
Calymmatobacterium,Calymmatobacterium,PROPN,NNP,1
Camazine,Camazine,PROPN,NNP,1
Cameron,Cameron,PROPN,NNP,1
Campbell,Campbell,PROPN,NNP,5
Campylobacter,Campylobacter,PROPN,NNP,2
Canada,Canada,PROPN,NNP,1
Canaliculi,Canaliculi,PROPN,NNP,1
Cancer,Cancer,PROPN,NNP,1
Candesartan,Candesartan,PROPN,NNP,2
Candida,Candida,PROPN,NNP,6
Canister,Canister,PROPN,NNP,1
Cannabis,Cannabis,PROPN,NNP,2
Canned,Canned,PROPN,NNP,1
Cape,Cape,PROPN,NNP,1
Capgras,Capgras,PROPN,NNP,2
Caplan,Caplan,PROPN,NNP,2
Capsule,Capsule,PROPN,NNP,2
Captopril,Captopril,PROPN,NNP,2
Carbamazepine,Carbamazepine,PROPN,NNP,1
Carbaryl,Carbaryl,PROPN,NNP,1
Carbimazole,Carbimazole,PROPN,NNP,4
Carbocisteine,Carbocisteine,PROPN,NNP,1
Carbohydrate,Carbohydrate,PROPN,NNP,1
Carboplatin,Carboplatin,PROPN,NNP,1
Carcinoid,Carcinoid,PROPN,NNP,2
Carcinoids,Carcinoids,PROPN,NNP,1
Carcinomas,Carcinomas,PROPN,NNP,1
Cardiomegaly,Cardiomegaly,PROPN,NNP,1
Cardiomyopathy,Cardiomyopathy,PROPN,NNP,2
Cardiotocography,Cardiotocography,PROPN,NNP,1
Caribbean,Caribbean,PROPN,NNP,3
Carl,Carl,PROPN,NNP,2
Carnal,Carnal,PROPN,NNP,2
Carol,Carol,PROPN,NNP,1
Carolina,Carolina,PROPN,NNP,1
Caroline,Caroline,PROPN,NNP,2
Carolyn,Carolyn,PROPN,NNP,1
Carotene,Carotene,PROPN,NNP,1
Carotenes,Carotenes,PROPN,NNP,1
Carpal,Carpal,PROPN,NNP,1
Carpentier,Carpentier,PROPN,NNP,1
Carr,Carr,PROPN,NNP,1
Carrier,Carrier,PROPN,NNP,1
Carroll,Carroll,PROPN,NNP,4
Carter,Carter,PROPN,NNP,1
Cartilage,Cartilage,PROPN,NNP,1
Carvedilol,Carvedilol,PROPN,NNP,2
Casal,Casal,PROPN,NNP,1
Cassia,Cassia,PROPN,NNP,2
Cat,Cat,PROPN,NNP,2
Catalepsy,Catalepsy,PROPN,NNP,1
Cataract,Cataract,PROPN,NNP,3
Category,Category,PROPN,NNP,1
Catheter,Catheter,PROPN,NNP,1
Cathy,Cathy,PROPN,NNP,1
Cauda,Cauda,PROPN,NNP,1
Causalgia,Causalgia,PROPN,NNP,1
Causes,Causes,PROPN,NNPS,1
Cbpimlosporium,Cbpimlosporium,PROPN,NNP,1
Cefaclor,Cefaclor,PROPN,NNP,2
Cefalexin,Cefalexin,PROPN,NNP,2
Cefamandole,Cefamandole,PROPN,NNP,1
Cefazolin,Cefazolin,PROPN,NNP,1
Cefixime,Cefixime,PROPN,NNP,1
Cefotaxime,Cefotaxime,PROPN,NNP,2
Cefoxitin,Cefoxitin,PROPN,NNP,2
Cefpodoxime,Cefpodoxime,PROPN,NNP,1
Cefradine,Cefradine,PROPN,NNP,1
Cefuroxime,Cefuroxime,PROPN,NNP,1
Celecoxib,Celecoxib,PROPN,NNP,2
Celery,Celery,PROPN,NNP,2
Celiprolol,Celiprolol,PROPN,NNP,1
Celsius,Celsius,PROPN,NNP,4
Cementum,Cementum,PROPN,NNP,2
Centigrade,Centigrade,PROPN,NNP,1
Central,Central,PROPN,NNP,2
Centre,Centre,PROPN,NNP,1
Cephalhaematoma,Cephalhaematoma,PROPN,NNP,1
Cephalosporin,Cephalosporin,PROPN,NNP,1
Cereal,Cereal,PROPN,NNP,2
Cerebral,Cerebral,PROPN,NNP,2
Cerebrum,Cerebrum,PROPN,NNP,1
Certain,Certain,PROPN,NNP,1
Certoparin,Certoparin,PROPN,NNP,1
Cerumol,Cerumol,PROPN,NNP,1
Cervicitis,Cervicitis,PROPN,NNP,2
Cervix,Cervix,PROPN,NNP,7
Cesar,Cesar,PROPN,NNP,1
Cetirizine,Cetirizine,PROPN,NNP,1
Cetus,Cetus,PROPN,NNP,1
ChM,ChM,PROPN,NNP,2
Chagas,Chagas,PROPN,NNP,3
Chain,Chain,PROPN,NNP,1
Chairman,Chairman,PROPN,NNP,2
Chanarin,Chanarin,PROPN,NNP,1
Chance,Chance,PROPN,NNP,1
Chancroid,Chancroid,PROPN,NNP,2
Characteristics,Characteristics,PROPN,NNP,1
Charcoal,Charcoal,PROPN,NNP,1
Charcot,Charcot,PROPN,NNP,5
Chard,Chard,PROPN,NNP,1
Charles,Charles,PROPN,NNP,1
Cheater,Cheater,PROPN,NNP,1
Cheese,Cheese,PROPN,NNP,2
Chemical,Chemical,PROPN,NNP,2
Chemosis,Chemosis,PROPN,NNP,1
Chemotherapy,Chemotherapy,PROPN,NNP,1
Cherry,Cherry,PROPN,NNP,1
Cherubism,Cherubism,PROPN,NNP,1
Chest,Chest,PROPN,NNP,8
Cheyne,Cheyne,PROPN,NNP,5
Chez,Chez,PROPN,NNP,1
Chhibber,Chhibber,PROPN,NNP,1
Chiari,Chiari,PROPN,NNP,2
Chicken,Chicken,PROPN,NNP,2
Chickenpox,Chickenpox,PROPN,NNP,1
Chickpeas,Chickpeas,PROPN,NNP,1
Children,Children,PROPN,NNP,1
Chilis,Chilis,PROPN,NNPS,1
Chill,Chill,PROPN,NNP,1
Chiropody,Chiropody,PROPN,NNP,1
Chlamydia,Chlamydia,PROPN,NNP,12
Chloasma,Chloasma,PROPN,NNP,1
Chlorambucil,Chlorambucil,PROPN,NNP,2
Chloramphenicol,Chloramphenicol,PROPN,NNP,1
Chlordiazepoxide,Chlordiazepoxide,PROPN,NNP,1
Chloride,Chloride,PROPN,NNP,1
Chloromycetin,Chloromycetin,PROPN,NNP,1
Chloroquine,Chloroquine,PROPN,NNP,2
Chlorothiazide,Chlorothiazide,PROPN,NNP,1
Chlorphenamine,Chlorphenamine,PROPN,NNP,2
Chlorpromazine,Chlorpromazine,PROPN,NNP,2
Chlorpropamide,Chlorpropamide,PROPN,NNP,2
Chlortalidone,Chlortalidone,PROPN,NNP,1
Cholangiography,Cholangiography,PROPN,NNP,1
Cholecystitis,Cholecystitis,PROPN,NNP,1
Cholecystogram,Cholecystogram,PROPN,NNP,1
Cholecystography,Cholecystography,PROPN,NNP,1
Cholecystokinin,Cholecystokinin,PROPN,NNP,2
Cholera,Cholera,PROPN,NNP,3
Cholerae,Cholerae,PROPN,NNP,1
Cholesteatoma,Cholesteatoma,PROPN,NNP,2
Cholesterol,Cholesterol,PROPN,NNP,1
Chomet,Chomet,PROPN,NNP,1
Chondromalacia,Chondromalacia,PROPN,NNP,1
Chondromatosis,Chondromatosis,PROPN,NNP,1
Chondrosarcoma,Chondrosarcoma,PROPN,NNP,1
Chorea,Chorea,PROPN,NNP,2
Choreoathetosis,Choreoathetosis,PROPN,NNP,1
Choriocarcinoma,Choriocarcinoma,PROPN,NNP,1
Chorioditis,Chorioditis,PROPN,NNP,1
Choroid,Choroid,PROPN,NNP,2
Choroiditis,Choroiditis,PROPN,NNP,1
Chris,Chris,PROPN,NNP,3
Christian,Christian,PROPN,NNP,2
Christina,Christina,PROPN,NNP,1
Christmas,Christmas,PROPN,NNP,7
Christopher,Christopher,PROPN,NNP,1
Chromium,Chromium,PROPN,NNP,1
Chromosome,Chromosome,PROPN,NNP,1
Chronic,Chronic,PROPN,NNP,3
Churg,Churg,PROPN,NNP,2
Cicatrin,Cicatrin,PROPN,NNP,1
Ciclosporin,Ciclosporin,PROPN,NNP,3
Cidofovir,Cidofovir,PROPN,NNPS,1
Cilazapril,Cilazapril,PROPN,NNP,2
Cilest,Cilest,PROPN,NNP,1
Cilia,Cilia,PROPN,NNP,5
Cimetidine,Cimetidine,PROPN,NNP,1
Cinnarizine,Cinnarizine,PROPN,NNP,1
Cipramil,Cipramil,PROPN,NNP,1
Ciprofibrate,Ciprofibrate,PROPN,NNP,1
Ciprofloxacin,Ciprofloxacin,PROPN,NNP,2
Cisplatin,Cisplatin,PROPN,NNP,1
Citron,Citron,PROPN,NNP,1
Citrus,Citrus,PROPN,NNP,1
Cl,Cl,PROPN,NNP,1
Claire,Claire,PROPN,NNP,1
Clarithromycin,Clarithromycin,PROPN,NNP,2
Clark,Clark,PROPN,NNP,1
Classification,Classification,PROPN,NNP,1
Clemastine,Clemastine,PROPN,NNP,2
Clerkin,Clerkin,PROPN,NNP,1
Clindamycin,Clindamycin,PROPN,NNP,1
Clinistix,Clinistix,PROPN,NNP,2
Clobazam,Clobazam,PROPN,NNP,1
Clofibrate,Clofibrate,PROPN,NNP,1
Clomethiazole,Clomethiazole,PROPN,NNP,1
Clomid,Clomid,PROPN,NNP,1
Clomipramine,Clomipramine,PROPN,NNP,1
Clonidine,Clonidine,PROPN,NNP,1
Clonus,Clonus,PROPN,NNP,1
Clopidogrel,Clopidogrel,PROPN,NNP,1
Clopixol,Clopixol,PROPN,NNP,1
Clostridium,Clostridium,PROPN,NNP,6
Clozaril,Clozaril,PROPN,NNP,1
Co,Co,PROPN,NNP,6
Coat,Coat,PROPN,NNP,3
Cobb,Cobb,PROPN,NNP,1
Cocaine,Cocaine,PROPN,NNP,2
Coccydynia,Coccydynia,PROPN,NNP,2
Coccyx,Coccyx,PROPN,NNP,2
Cochlea,Cochlea,PROPN,NNP,3
Cochleas,Cochleas,PROPN,NNPS,1
Cochrane,Cochrane,PROPN,NNP,1
Cockayne,Cockayne,PROPN,NNP,1
Cod,Cod,PROPN,NNP,1
Codeine,Codeine,PROPN,NNP,2
Coeliac,Coeliac,PROPN,NNP,2
Coffin,Coffin,PROPN,NNP,1
Coitus,Coitus,PROPN,NNP,1
Cola,Cola,PROPN,NNP,1
Colchicum,Colchicum,PROPN,NNP,1
Colestipol,Colestipol,PROPN,NNP,1
Colestyramine,Colestyramine,PROPN,NNP,2
Colic,Colic,PROPN,NNP,3
Colies,Colies,PROPN,NNP,1
Colin,Colin,PROPN,NNP,2
Colistin,Colistin,PROPN,NNP,2
Colitis,Colitis,PROPN,NNP,1
Collagen,Collagen,PROPN,NNP,2
College,College,PROPN,NNP,2
Colles,Colles,PROPN,NNP,6
Collet,Collet,PROPN,NNP,1
Collins,Collins,PROPN,NNP,1
Coloboma,Coloboma,PROPN,NNP,1
Colonoscope,Colonoscope,PROPN,NNP,1
Colorado,Colorado,PROPN,NNP,1
Colostrum,Colostrum,PROPN,NNP,2
Colourvision,Colourvision,PROPN,NNP,1
Colubridae,Colubridae,PROPN,NNP,1
Coma,Coma,PROPN,NNP,3
Combined,Combined,PROPN,NNP,1
Comm,Comm,PROPN,NNP,1
Comminuted,Comminuted,PROPN,NNP,1
Common,Common,PROPN,NNP,7
Compact,Compact,PROPN,NNP,1
Completion,Completion,PROPN,NNP,1
Condylomata,Condylomata,PROPN,NNP,1
Congenital,Congenital,PROPN,NNP,2
Conn,Conn,PROPN,NNP,4
Consortium,Consortium,PROPN,NNP,1
Constriction,Constriction,PROPN,NNP,3
Constrictive,Constrictive,PROPN,NNP,1
Consultants,Consultants,PROPN,NNP,1
Consulting,Consulting,PROPN,NNP,1
Continus,Continus,PROPN,NNP,1
Control,Control,PROPN,NNP,4
Convex,Convex,PROPN,NNP,1
Cooke,Cooke,PROPN,NNP,1
Cooley,Cooley,PROPN,NNP,2
Cooper,Cooper,PROPN,NNP,1
Coral,Coral,PROPN,NNP,1
Corbis,Corbis,PROPN,NNP,1
Corinne,Corinne,PROPN,NNP,1
Cormack,Cormack,PROPN,NNP,1
Corporation,Corporation,PROPN,NNP,3
Corti,Corti,PROPN,NNP,8
Cortisol,Cortisol,PROPN,NNP,1
Cortisone,Cortisone,PROPN,NNP,1
Corynebacterium,Corynebacterium,PROPN,NNP,2
Costello,Costello,PROPN,NNP,1
Costen,Costen,PROPN,NNP,1
Coue,Coue,PROPN,NNP,1
Cough,Cough,PROPN,NNP,1
Council,Council,PROPN,NNP,3
Countertraction,Countertraction,PROPN,NNP,1
Cowden,Cowden,PROPN,NNP,2
Coxa,Coxa,PROPN,NNP,1
Coxiella,Coxiella,PROPN,NNP,1
Cramp,Cramp,PROPN,NNP,1
Craniosynostosis,Craniosynostosis,PROPN,NNP,1
Crawford,Crawford,PROPN,NNP,1
Crepitus,Crepitus,PROPN,NNP,1
Cretinism,Cretinism,PROPN,NNP,1
Creutzfeldt,Creutzfeldt,PROPN,NNP,14
Cri,Cri,PROPN,NNP,1
Crigler,Crigler,PROPN,NNP,2
Crohn,Crohn,PROPN,NNP,36
Crosby,Crosby,PROPN,NNP,1
Cross,Cross,PROPN,NNP,6
Crosti,Crosti,PROPN,NNP,1
Crouzon,Crouzon,PROPN,NNP,1
Crum,Crum,PROPN,NNP,1
Cryosurgery,Cryosurgery,PROPN,NNP,1
Cryptococcal,Cryptococcal,PROPN,NNP,1
Cryptococcus,Cryptococcus,PROPN,NNP,2
Cryptosporidium,Cryptosporidium,PROPN,NNP,1
Culex,Culex,PROPN,NNP,1
Culver,Culver,PROPN,NNP,1
Cushing,Cushing,PROPN,NNP,19
Custom,Custom,PROPN,NNP,5
Cutlery,Cutlery,PROPN,NNP,1
Cyamopsis,Cyamopsis,PROPN,NNP,1
Cyclopenthiazide,Cyclopenthiazide,PROPN,NNP,1
Cyclophosphamide,Cyclophosphamide,PROPN,NNP,3
Cyclops,Cyclops,PROPN,NNP,1
Cydizine,Cydizine,PROPN,NNP,1
Cymalon,Cymalon,PROPN,NNP,1
Cyproterone,Cyproterone,PROPN,NNP,1
Cyst,Cyst,PROPN,NNP,3
Cystinuria,Cystinuria,PROPN,NNP,2
Cystitis,Cystitis,PROPN,NNP,1
Cystoscope,Cystoscope,PROPN,NNP,1
Cystoscopy,Cystoscopy,PROPN,NNP,2
Cystostomy,Cystostomy,PROPN,NNP,1
Cytarabine,Cytarabine,PROPN,NNP,1
Cytomegalovirus,Cytomegalovirus,PROPN,NNP,1
D,D,PROPN,NNP,23
DA,DA,PROPN,NNP,1
DACRYOCYSTITIS,DACRYOCYSTITIS,PROPN,NNP,1
DAM,DAM,PROPN,NNP,1
DANGEROUS,DANGEROUS,PROPN,NNP,1
DAv,DAv,PROPN,NNP,1
DC,DC,PROPN,NNP,1
DCH,DCH,PROPN,NNP,6
DCLP,DCLP,PROPN,NNP,1
DDAVP,DDAVP,PROPN,NNP,1
DDS,DDS,PROPN,NNP,1
DDT,DDT,PROPN,NNP,4
DEAFNESS,DEAFNESS,PROPN,NNP,2
DEATH,DEATH,PROPN,NNP,2
DECAY,DECAY,PROPN,NNP,1
DECIDUOUS,DECIDUOUS,PROPN,NNP,1
DEEP,DEEP,PROPN,NNP,1
DEFENCE,DEFENCE,PROPN,NNP,1
DEFERENS,DEFERENS,PROPN,NNP,1
DEFIBRILLATION,DEFIBRILLATION,PROPN,NNP,1
DEFICIENCY,DEFICIENCY,PROPN,NNP,3
DEFORMANS,DEFORMANS,PROPN,NNP,1
DELAY,DELAY,PROPN,NNP,2
DELIVERY,DELIVERY,PROPN,NNP,2
DELTOID,DELTOID,PROPN,NNP,1
DELUSION,DELUSION,PROPN,NNP,1
DENTAL,DENTAL,PROPN,NNP,2
DENTISTRY,DENTISTRY,PROPN,NNP,1
DENTURES,DENTURES,PROPN,NNP,1
DEPENDENCE,DEPENDENCE,PROPN,NNP,1
DEPO,DEPO,PROPN,NNP,1
DEPOT,DEPOT,PROPN,NNP,1
DEPRESSION,DEPRESSION,PROPN,NNP,1
DERIVATIVES,DERIVATIVES,PROPN,NNP,1
DERMATITIS,DERMATITIS,PROPN,NNP,2
DEVELOPMENT,DEVELOPMENT,PROPN,NNP,2
DEVELOPMENTAL,DEVELOPMENTAL,PROPN,NNP,3
DEVICES,DEVICES,PROPN,NNP,1
DIABETIC,DIABETIC,PROPN,NNP,1
DIAGNOSING,DIAGNOSING,PROPN,NNP,1
DIAGNOSIS,DIAGNOSIS,PROPN,NNP,50
DIALYSIS,DIALYSIS,PROPN,NNP,3
DIAPHRAGM,DIAPHRAGM,PROPN,NNP,1
DIAPHYSIS,DIAPHYSIS,PROPN,NNP,1
DIATHERMY,DIATHERMY,PROPN,NNP,1
DIC,DIC,PROPN,NNP,3
DIETARY,DIETARY,PROPN,NNP,1
DIGEORGE,DIGEORGE,PROPN,NNP,1
DIGESTIVE,DIGESTIVE,PROPN,NNP,2
DIOXIN,DIOXIN,PROPN,NNP,1
DIPHENHYDRAMINE,DIPHENHYDRAMINE,PROPN,NNP,1
DISC,DISC,PROPN,NNP,3
DISCHARGE,DISCHARGE,PROPN,NNP,1
DISEASE,DISEASE,PROPN,NNP,16
DISEASES,DISEASES,PROPN,NNP,4
DISLOCATED,DISLOCATED,PROPN,NNP,1
DISORDER,DISORDER,PROPN,NNP,2
DISORDERSOFTHE,DISORDERSOFTHE,PROPN,NNP,1
DISPROVED,DISPROVED,PROPN,NNP,1
DISTRESS,DISTRESS,PROPN,NNP,1
DISULFIRAM,DISULFIRAM,PROPN,NNP,1
DIURETICS,DIURETICS,PROPN,NNP,1
DIVERTICULUM,DIVERTICULUM,PROPN,NNP,1
DIVING,DIVING,PROPN,NNP,1
DIY,DIY,PROPN,NNP,1
DLE,DLE,PROPN,NNP,5
DM,DM,PROPN,NNP,6
DMSA,DMSA,PROPN,NNP,3
DNA,DNA,PROPN,NNP,65
DO,DO,PROPN,NNP,1
DONOR,DONOR,PROPN,NNP,1
DOPPLER,DOPPLER,PROPN,NNP,1
DORLING,DORLING,PROPN,NNP,1
DORSALIS,DORSALIS,PROPN,NNP,1
DOSE,DOSE,PROPN,NNP,1
DOWN,DOWN,PROPN,NNP,1
DOXAZOSIN,DOXAZOSIN,PROPN,NNP,1
DObstRCOG,DObstRCOG,PROPN,NNP,6
DP,DP,PROPN,NNP,1
DPM,DPM,PROPN,NNP,1
DPT,DPT,PROPN,NNP,1
DPhil,DPhil,PROPN,NNP,2
DPhysMed,DPhysMed,PROPN,NNP,1
DQ,DQ,PROPN,NNP,2
DR,DR,PROPN,NNP,1
DRCOG,DRCOG,PROPN,NNP,6
DROWSINESS,DROWSINESS,PROPN,NNP,1
DRUG,DRUG,PROPN,NNP,1
DRUGS,DRUGS,PROPN,NNP,3
DRY,DRY,PROPN,NNP,1
DSM,DSM,PROPN,NNP,2
DSc,DSc,PROPN,NNP,1
DTM,DTM,PROPN,NNP,3
DTP,DTP,PROPN,NNP,7
DTPA,DTPA,PROPN,NNP,2
